Initial Text,Cleaned Text
 Looking forward to your gig in Ireland!!!  See ya there!,looking forward to your gig in see ya there
Please Review Sunehre Ad Placement  http://tinyurl.com/oow6mk,please review sunehre ad placement
aww  you loooove me,www you love me
"is hungry, twitter.  i want food. </3",is hungry twitter i want food
" yea, i should know.. but tell me EVERYTHING!  ps: send me direct messages telling..   haha",yea i should know but tell me everything p send me direct message telling haha
" haha im jewish, i love that one",haha im jewish i love that one
"had a great time out in the beer garden wit the boyos !! I think the sun got to me a bit though, feel a bit ill !!",had a great time out in the beer garden wit the boy i think the sun got to me a bit though feel a bit ill
 l`m on 3 days too matt. No fun this weekend.,l m on three day too matt no fun this weekend
 u really don`t think so?  maybe ur right....lol. btw what phone u using? think u told me b4...i might have an app for u,yoyoyoyou really do not think so maybe yoyoyoyoyou re right laughing out loud by the way what phone yoyoyoyou yoyoyoyousing think yoyoyoyou told me before i might have an app for yoyoyoyou
 I feel your pain. Mine is the same way,i feel your pain mine is the same way
comes home in two days,come home in two day
 Sadly no. It didn`t come with one...,sadly no it did not come with one
Cant wait to see my boy tomorrow,cant wait to see my boy tomorrow
 ehhh no. just a check up. I have a dentist app next week though. getting my molar pulled/root canal.,eh no just a check up i have a dentist app next week though getting my molar pulled root canal
 aww I miss driving down elmwood,www i miss driving down plywood
Omg Wango Tango was **** AWSOME! I love my baby for taking me,wa awesome i love my baby for taking me
"Version 2 of our live, interactive Trans-Siberian ticket planner is launched: http://tinyurl.com/c5ljwm - its very cool",version two of our live interactive ticket planner is launched it very cool
_30439 I really wish I could go!,"thirty thousand, four hundred and thirty-nine i really wish i could go"
 I`m 25 in december that`s not good at all next big birthday is 30  after 21 it flys by for sure,i am twenty-five in december that ha not good at all next big birthday is thirty after twenty-one it fly by for sure
  This has made my night!!  Way too funny!!,this ha made my night way too funny
Woo CAVS.  Happy Mother`s Day!,happy mother s day
I have to go to work now.,i have to go to work now
 I can`t believe you went and got boba without me.,i cannot believe you went and got bob without me
 Thanks for the warm welcome! We didn`t make plans   because our arrival time was so up in the air.,thanks for the warm welcome we did not make plan because our arrival time wa so up in the air
19 days and counting,nineteen day and counting
 sorry  friends - I`m swamped with deadlines right now and we have family visiting to boot! No charades for me.,sorry friend i am swamped with deadline right now and we have family visiting to boot no charge for me
"My sunburn is peeling,",my suburb is feeling
"http://twitpic.com/4sx96 - before they put a CAMERA in the smokers pit.  i can no longer vandalize that door, without being caught.",before they put a camera in the smoker pit i can no longer vandalize that door without being caught
Laying ALONE!! Since Mook`s soo comfy in his f`n play pen. I thought it was ill at first now I don`t have no one to cuddle with...,laying alone since book s soo com in his f n play pen i thought it wa ill at first now i do not have no one to middle with
I hate the dentist,i hate the dentist
" nothing aimed at you, just joining in...sorry",nothing aimed at you just joining in sorry
I`m taking a twitter break. Cell is dying,i am taking a twitter break cell is dying
 qood morninq,good morning
writing my english original writing storyyyyy. and listening to `a little respect` by erasure  aaaaaah.,writing my english original writing story and listening to a little respect by erasure aah
needs more followers,need more follower
I wish I could get my nails done  stupid job,i wish i could get my nail done stupid job
 the 'no pants' idea could be the new attempt world-wide to attract business back to the airlines.,the no pant idea could be the new attempt world wide to attract business back to the airline
 Have a good one,have a good one
" yep infact she is popular, miss india 99, talented film actress .... and lot more",yep intact she is popular miss india ninety-nine talented film actress and lot more
Dosen`t Want To Go To Work Tomorrow,doesn t want to go to work tomorrow
Daniel has won DSDS. His voice is great.,daniel ha won dids his voice is great
[-O] i wish the birthday massacre would come to australia  i think they said they`re thinking about it tho.. http://tinyurl.com/p6lfch,o i wish the birthday massacre would come to australia i think they said they are thinking about it tho
was hoping to go to Red Lobster this weekend,wa hoping to go to this weekend
_x_ATL u mean jack barakat`s?! wow so have u ever gone to his house? Hehe i mean ur ssoo lucky to have the address!,you mean barakat s wow so have you ever gone to his hoyoyouse here i mean yoyoyou re soo lyoyoucky to have the address
I sure do hope it becomes 4:20 this afternoon ...,i sure do hope it becomes
 it means that you are now FAMOUS. Congrats!,it mean that you are now famous contrast
My phone passed away yesterday.. He jumped off the table  Searching for a new phone...,my phone passed away yesterday he jumped off the table searching for a new phone
tamlyn wishes she was as cool as my sock draw,tally wish she wa a cool a my sock draw
 so no rice or crusty bread with the chili .... aawww,so no rice or crust bread with the chili www
"  We are of like minds this evening , my dear!",we are of like mind my dear
come and save me from my packing please?!,come and save me from my packing please
"Yes, I love tea. If that makes me typically English then so be it",yes i love tea if that make me typically english then so be it
 a mouth for sure,a mouth for sure
_dec0de I finally just have 1 hour of history... at 3.00 pm! but I went to my highschool at 8.00 am to make some homework with a friend,deczerote i finally just have of history at but i went to my highschool at eight zero am to make some homework with a friend
