Initial Text,Cleaned Text
I just stuck my finger down my throat and there are a bunch of bumps on my tongue & throat.,i just stuck my finger down my throat and there are a bunch of bump on my tongu throat
dang last url went down  ? http://blip.fm/~7aigm,dang last url went down
" ohoh i missed all ur tweets  im gonna have to stay awake all night to see the announcement now, **** time difference",ooh i miss all ur tweet im gon na have to stay awak all night to see the announc now time differ
 Damnit all. That sucks.  You were one of the ones I thought I`d drag back lol,admit all that suck you were one of the one i thought i ` d drag back lol
this is sooo crazy i have fever..,this is soon crazi i have fever
is spending her Saturday morning taking notes for a research essay because some stupid **** recalled the book I`m using. Not fair,is spend her saturday morn take note for a research essay becaus some stupid recal the book i ` m use not fair
I think i need some new friends,i think i need some new friend
 Looking forward to your gig in Ireland!!!  See ya there!,look forward to your gig in ireland see ya there
Please Review Sunehre Ad Placement  http://tinyurl.com/oow6mk,pleas review sunehr ad placement
aww  you loooove me,www you loooov me
"is hungry, twitter.  i want food. </3",is hungri twitter i want food
" yea, i should know.. but tell me EVERYTHING!  ps: send me direct messages telling..   haha",yea i should know but tell me everyth p send me direct messag tell haha
" haha im jewish, i love that one",haha im jewish i love that one
"had a great time out in the beer garden wit the boyos !! I think the sun got to me a bit though, feel a bit ill !!",had a great time out in the beer garden wit the boy i think the sun got to me a bit though feel a bit ill
 l`m on 3 days too matt. No fun this weekend.,l ` m on day too matt no fun this weekend
 u really don`t think so?  maybe ur right....lol. btw what phone u using? think u told me b4...i might have an app for u,u realli don ` t think so mayb ur right btw what phone u use think u told me bi might have an app for u
 I feel your pain. Mine is the same way,i feel your pain mine is the same way
comes home in two days,come home in two day
 Sadly no. It didn`t come with one...,sad no it didn ` t come with one
Cant wait to see my boy tomorrow,cant wait to see my boy tomorrow
 ehhh no. just a check up. I have a dentist app next week though. getting my molar pulled/root canal.,hhh no just a check up i have a dentist app next week though get my molar pulledroot canal
 aww I miss driving down elmwood,www i miss drive down plywood
Omg Wango Tango was **** AWSOME! I love my baby for taking me,omg tango tango wa awesom i love my babi for take me
"Version 2 of our live, interactive Trans-Siberian ticket planner is launched: http://tinyurl.com/c5ljwm - its very cool",version of our live interact transsiberian ticket planner is launch it veri cool
_30439 I really wish I could go!,i realli wish i could go
 I`m 25 in december that`s not good at all next big birthday is 30  after 21 it flys by for sure,i ` m in decemb that ` s not good at all next big birthday is after it fli by for sure
  This has made my night!!  Way too funny!!,this ha made my night way too funni
Woo CAVS.  Happy Mother`s Day!,woo cap happi mother ` s day
I have to go to work now.,i have to go to work now
 I can`t believe you went and got boba without me.,i can ` t believ you went and got bob without me
 Thanks for the warm welcome! We didn`t make plans   because our arrival time was so up in the air.,thank for the warm welcom we didn ` t make plan becaus our arriv time wa so up in the air
19 days and counting,day and count
 sorry  friends - I`m swamped with deadlines right now and we have family visiting to boot! No charades for me.,sorri friend i ` m swamp with deadlin right now and we have famili visit to boot no charg for me
"My sunburn is peeling,",my suburb is feel
"http://twitpic.com/4sx96 - before they put a CAMERA in the smokers pit.  i can no longer vandalize that door, without being caught.",befor they put a camera in the smoker pit i can no longer vandal that door without be caught
Laying ALONE!! Since Mook`s soo comfy in his f`n play pen. I thought it was ill at first now I don`t have no one to cuddle with...,lay alon sinc book ` s soo com in his f ` n play pen i thought it wa ill at first now i don ` t have no one to middl with
I hate the dentist,i hate the dentist
" nothing aimed at you, just joining in...sorry",noth aim at you just join sorri
I`m taking a twitter break. Cell is dying,i ` m take a twitter break cell is die
 qood morninq,good morn
writing my english original writing storyyyyy. and listening to `a little respect` by erasure  aaaaaah.,write my english origin write storyyyyi and listen to ` a littl respect ` by erasur aaaaaa
needs more followers,need more follow
I wish I could get my nails done  stupid job,i wish i could get my nail done stupid job
 the 'no pants' idea could be the new attempt world-wide to attract business back to the airlines.,the no pant idea could be the new attempt worldwid to attract busi back to the airlin
 Have a good one,have a good one
" yep infact she is popular, miss india 99, talented film actress .... and lot more",yep intact she is popular miss india talent film actress and lot more
Dosen`t Want To Go To Work Tomorrow,doesn ` t want to go to work tomorrow
Daniel has won DSDS. His voice is great.,daniel ha won did his voic is great
[-O] i wish the birthday massacre would come to australia  i think they said they`re thinking about it tho.. http://tinyurl.com/p6lfch,o i wish the birthday massacr would come to australia i think they said they ` re think about it tho
was hoping to go to Red Lobster this weekend,wa hope to go to red lobster this weekend
_x_ATL u mean jack barakat`s?! wow so have u ever gone to his house? Hehe i mean ur ssoo lucky to have the address!,atl u mean jack barakat ` s wow so have u ever gone to his hous here i mean ur soo lucki to have the address
I sure do hope it becomes 4:20 this afternoon ...,i sure do hope it becom this afternoon
 it means that you are now FAMOUS. Congrats!,it mean that you are now famous contrast
My phone passed away yesterday.. He jumped off the table  Searching for a new phone...,my phone pass away yesterday he jump off the tabl search for a new phone
tamlyn wishes she was as cool as my sock draw,talli wish she wa a cool a my sock draw
 so no rice or crusty bread with the chili .... aawww,so no rice or crust bread with the chili www
"  We are of like minds this evening , my dear!",we are of like mind this even my dear
come and save me from my packing please?!,come and save me from my pack pleas
"Yes, I love tea. If that makes me typically English then so be it",yes i love tea if that make me typic english then so be it
 a mouth for sure,a mouth for sure
_dec0de I finally just have 1 hour of history... at 3.00 pm! but I went to my highschool at 8.00 am to make some homework with a friend,decad i final just have hour of histori at pm but i went to my highschool at am to make some homework with a friend
 pancakes!! with lemon and sugar thanks!,pancak with lemon and sugar thank
" Si, no bueno  I guess I just don`t entertain him :/",si no bueno i guess i just don ` t entertain him
I`m so hunrgy right now and these heels kill me I can hardly walk in them,i ` m so hungri right now and these heel kill me i can hard walk in them
both electronic keys stopped working. there is no keyhole! cant get in my car. so much for technology,both electron key stop work there is no keynot cant get in my car so much for technolog
" Yay, three followers! Good to know more than one person in this big wide world likes fishies.",yay three follow good to know more than one person in this big wide world like fish
'my name is Tony!!!!!! ...not hey!!!!' -  poor tony,my name is toni not hey poor toni
